timestamp;tag;duration;package_0;core_0
1781225093.6914968;render_scene;27.64357614517212;963240699.0;17439391.0
1781225128.3675282;render_scene;28.10947036743164;967433734.0;16500062.0
1781225163.5095966;render_scene;27.630260467529297;953730494.0;14838466.0
1781225198.1720858;render_scene;27.61406946182251;956472707.0;17885474.0
1781225232.8180895;render_scene;27.538379907608032;955509119.0;16707800.0
1781225267.3882704;render_scene;27.487891912460327;954297848.0;16353493.0
1781225301.9078634;render_scene;27.614814519882202;957156220.0;18230563.0
1781225336.5543892;render_scene;27.656171083450317;956262345.0;16488680.0
1781225371.2426383;render_scene;27.700986623764038;961236469.0;18115992.0
1781225405.9756024;render_scene;27.4461567401886;957227002.0;18052793.0
1781225440.4532647;render_scene;27.668325185775757;964157079.0;17448133.0
1781225475.1582053;render_scene;27.648329973220825;964438925.0;19043235.0
1781225509.8383431;render_scene;27.935179948806763;969519182.0;16870831.0
1781225544.8058174;render_scene;27.756470918655396;964862761.0;18108744.0
1781225579.5936456;render_scene;27.905662536621094;963634981.0;17168408.0
1781225614.53082;render_scene;28.102355480194092;972670539.0;17965165.0
1781225649.6642087;render_scene;27.63019323348999;954328714.0;15063964.0
1781225684.326481;render_scene;27.49070143699646;955425307.0;16749973.0
1781225718.8489635;render_scene;27.788212060928345;959411597.0;13999017.0
1781225753.668979;render_scene;28.12372088432312;968701445.0;17527231.0
1781225788.8236907;render_scene;27.486513137817383;955362169.0;16959633.0
1781225823.3410618;render_scene;27.50399422645569;959185442.0;17941760.0
1781225857.8763452;render_scene;28.187423944473267;975901954.0;16457538.0
1781225893.0954618;render_scene;27.808929681777954;962030037.0;14325858.0
1781225927.9366996;render_scene;27.864328861236572;959940957.0;14660390.0
1781225962.8329117;render_scene;27.700889825820923;961660061.0;16557646.0
1781225997.5650733;render_scene;27.57586145401001;960462857.0;18019485.0
1781226032.1730714;render_scene;27.70575737953186;960495555.0;18159889.0
1781226066.9110098;render_scene;27.783867120742798;963032228.0;16259780.0
1781226101.7266657;render_scene;27.624971866607666;958559483.0;17200557.0
1781226136.3831947;render_scene;27.814188480377197;966024017.0;17776851.0
1781226171.229333;render_scene;27.680095672607422;963312762.0;17101807.0
1781226205.9408746;render_scene;28.11570429801941;978958361.0;15896730.0
1781226241.0884764;render_scene;27.911353826522827;968062409.0;16711355.0
1781226276.0320592;render_scene;27.58847975730896;966693004.0;18181936.0
1781226310.6516178;render_scene;27.931666374206543;968704024.0;17690903.0
1781226345.6170013;render_scene;28.04561161994934;972259809.0;17222696.0
1781226380.69502;render_scene;27.688541650772095;964335139.0;15973143.0
1781226415.4156709;render_scene;27.84661030769348;968370682.0;17988786.0
1781226450.2947226;render_scene;27.630475997924805;964189242.0;16928736.0
1781226484.9572892;render_scene;27.666413068771362;961242480.0;14809125.0
1781226519.6553416;render_scene;27.78755521774292;964703560.0;15504584.0
1781226554.4745116;render_scene;27.875995874404907;972514313.0;17504496.0
1781226589.381865;render_scene;27.552669525146484;958415203.0;16748219.0
1781226623.9657469;render_scene;27.7058162689209;967833372.0;18462302.0
1781226658.7025568;render_scene;27.967981576919556;970361256.0;14390033.0
1781226693.702578;render_scene;27.75370192527771;965847070.0;15831090.0
1781226728.4878318;render_scene;27.636123180389404;963172770.0;17604864.0
1781226763.156188;render_scene;27.64673137664795;961879685.0;16273420.0
1781226797.834146;render_scene;28.044299840927124;975461105.0;19077780.0
1781226832.9095218;render_scene;27.417561769485474;957562159.0;17794902.0
1781226867.3590276;render_scene;28.12045431137085;980838452.0;16678687.0
1781226902.5108993;render_scene;27.870453357696533;968305866.0;17209224.0
1781226937.41325;render_scene;27.879563570022583;973966050.0;17212336.0
1781226972.324871;render_scene;27.515233039855957;956041806.0;17460034.0
1781227006.8718307;render_scene;28.28447699546814;974903075.0;16007930.0
1781227042.1882741;render_scene;27.557020664215088;954120930.0;15152765.0
1781227076.7775912;render_scene;27.794090509414673;-64572161572.0;16613749.0
1781227111.6040072;render_scene;27.646349668502808;962947470.0;16811768.0
1781227146.2823815;render_scene;27.603399515151978;952861337.0;17044391.0
1781227180.9183567;render_scene;27.833744525909424;973422316.0;16812302.0
1781227215.7848203;render_scene;27.55927276611328;962610527.0;16556883.0
1781227250.3754613;render_scene;27.809362173080444;973750607.0;16496751.0
1781227285.2171464;render_scene;27.75370502471924;971287508.0;16222687.0
1781227320.003575;render_scene;28.334327936172485;984061536.0;17066088.0
1781227355.370239;render_scene;27.62549591064453;966906753.0;15289126.0
1781227390.0266452;render_scene;27.76685118675232;967285716.0;17474713.0
1781227424.8251164;render_scene;27.757947206497192;966503255.0;17167676.0
1781227459.6151574;render_scene;27.552719831466675;961012130.0;17157041.0
1781227494.1998487;render_scene;27.704421520233154;961479757.0;15362960.0
1781227528.9357686;render_scene;27.75106978416443;964516648.0;18781911.0
1781227563.718382;render_scene;27.770428895950317;961717950.0;17081820.0
1781227598.5191185;render_scene;27.910085201263428;971853748.0;17346958.0
1781227633.4610932;render_scene;27.956433296203613;974119683.0;17124191.0
1781227668.449519;render_scene;27.607884407043457;951803668.0;15807776.0
1781227703.089279;render_scene;27.801185607910156;965843789.0;16510362.0
1781227737.922406;render_scene;27.854170322418213;960877616.0;16956399.0
1781227772.8096123;render_scene;27.649255752563477;955970796.0;15845922.0
1781227807.4915922;render_scene;27.77560782432556;959387214.0;15576937.0
1781227842.2989216;render_scene;27.81532645225525;961613754.0;18444420.0
1781227877.1466136;render_scene;27.515713930130005;953319077.0;16889141.0
1781227911.6939335;render_scene;27.730668783187866;955025731.0;15811652.0
1781227946.456329;render_scene;27.953547477722168;966146951.0;15052063.0
1781227981.441861;render_scene;27.87098217010498;960614537.0;15941589.0
1781228016.3515725;render_scene;28.117462635040283;968477992.0;17765545.0
1781228051.5009365;render_scene;27.664075136184692;956620588.0;15212654.0
1781228086.1960597;render_scene;27.70748257637024;955481426.0;16934687.0
1781228120.9361525;render_scene;27.603059768676758;951840897.0;14742356.0
1781228155.5710049;render_scene;27.892870664596558;964983818.0;15558979.0
1781228190.4958062;render_scene;28.18313503265381;973198023.0;18056104.0
1781228225.7107387;render_scene;27.389014720916748;949569179.0;18637433.0
1781228260.1318119;render_scene;27.473535299301147;948876939.0;16905041.0
1781228294.637532;render_scene;27.600631713867188;961665889.0;17165906.0
1781228329.269766;render_scene;27.794936656951904;959292676.0;15559910.0
1781228364.096318;render_scene;27.726335525512695;959240447.0;16431386.0
1781228398.855482;render_scene;27.786001682281494;961007996.0;18295975.0
1781228433.67427;render_scene;27.7479190826416;963635530.0;16292142.0
1781228468.4544897;render_scene;27.611318349838257;959482714.0;17689546.0
1781228503.0978367;render_scene;27.628838539123535;954649224.0;16175113.0
1781228537.7581537;render_scene;27.798109531402588;967779892.0;16290600.0
1781228572.5886195;render_scene;27.574878454208374;955892430.0;16584652.0
1781228607.1953218;render_scene;27.526571035385132;954575268.0;16030315.0
1781228641.7529757;render_scene;27.674497842788696;959632242.0;18749092.0
1781228676.459487;render_scene;27.703033924102783;963973067.0;17761228.0
1781228711.1947303;render_scene;27.471968173980713;957175796.0;18731743.0
1781228745.698899;render_scene;27.687249898910522;958681699.0;16813400.0
1781228780.417864;render_scene;27.467498540878296;952360524.0;16002301.0
1781228814.9167607;render_scene;27.75550103187561;958363051.0;16636682.0
1781228849.7043185;render_scene;27.65846347808838;952632604.0;14844020.0
1781228884.3940246;render_scene;27.71142864227295;958907732.0;16424505.0
1781228919.1376338;render_scene;27.766961097717285;960440917.0;15627931.0
1781228953.9360843;render_scene;28.245495796203613;976609987.0;16349161.0
1781228989.213443;render_scene;28.01881456375122;981157451.0;19453615.0
1781229024.2646124;render_scene;27.462300777435303;952513332.0;17562477.0
1781229058.7582152;render_scene;27.618524074554443;955196468.0;16962365.0
1781229093.4083207;render_scene;28.004879474639893;969940105.0;16688331.0
1781229128.4458234;render_scene;27.598828077316284;958619797.0;17398499.0
1781229163.076824;render_scene;27.531849145889282;952324744.0;17239404.0
1781229197.6414187;render_scene;27.750579118728638;-64567192636.0;18585281.0
1781229232.4233336;render_scene;27.409313440322876;955638019.0;16427434.0
1781229266.8645258;render_scene;27.47279405593872;955037570.0;14478698.0
1781229301.3685985;render_scene;27.61519193649292;956627195.0;15833119.0
1781229336.0158782;render_scene;27.675381898880005;960426803.0;15569339.0
1781229370.7232523;render_scene;27.806700706481934;966506292.0;18627668.0
1781229405.56247;render_scene;27.75122904777527;960758588.0;15877078.0
1781229440.3465774;render_scene;28.08820414543152;973379014.0;17505411.0
1781229475.466308;render_scene;28.24828815460205;968681350.0;15001772.0
1781229510.7458344;render_scene;27.878824949264526;970351888.0;18639921.0
1781229545.6562655;render_scene;27.7356915473938;963075409.0;17187939.0
1781229580.4238222;render_scene;27.589993953704834;963623568.0;18777701.0
1781229615.045848;render_scene;27.558078050613403;955545494.0;17381471.0
1781229649.635682;render_scene;27.553381204605103;954378135.0;15498466.0
1781229684.2212632;render_scene;28.031597137451172;972832839.0;17084291.0
1781229719.28425;render_scene;27.529317378997803;955084215.0;16062646.0
1781229753.8453484;render_scene;27.680987119674683;958804099.0;13851991.0
1781229788.5588894;render_scene;28.152162551879883;970939885.0;15113797.0
1781229823.7435346;render_scene;27.55254888534546;958478874.0;17563072.0
1781229858.3270543;render_scene;27.533024072647095;956184392.0;16204912.0
1781229892.8924124;render_scene;28.05668592453003;969802356.0;17153364.0
1781229927.9806566;render_scene;27.751811742782593;963702634.0;16266844.0
1781229962.7645206;render_scene;27.450745820999146;955649630.0;17324329.0
1781229997.2466972;render_scene;27.955629110336304;968067185.0;16638331.0
1781230032.238803;render_scene;27.55591344833374;959233475.0;17349445.0
1781230066.826481;render_scene;27.99720597267151;969019437.0;16538558.0
1781230101.8556838;render_scene;27.84491205215454;972985571.0;18118814.0
1781230136.7320838;render_scene;28.183258056640625;974345059.0;16256194.0
1781230171.9466946;render_scene;27.354552268981934;960175290.0;17786678.0
1781230206.3332539;render_scene;27.574605703353882;958874454.0;17069750.0
1781230240.9404035;render_scene;27.63671875;962375600.0;15445383.0
1781230275.6079292;render_scene;27.976264476776123;976286776.0;19093830.0
1781230310.6162267;render_scene;27.803101539611816;963931428.0;16579740.0
1781230345.4505825;render_scene;27.72615885734558;967902201.0;18305770.0
1781230380.2076287;render_scene;27.574908018112183;957316719.0;17095902.0
1781230414.8150198;render_scene;27.599477529525757;963599033.0;17916829.0
1781230449.4458358;render_scene;27.691068410873413;964152166.0;16194658.0
1781230484.1681259;render_scene;27.473026037216187;958897051.0;17903615.0
1781230518.6734984;render_scene;27.615748405456543;958485863.0;14762481.0
1781230553.3214662;render_scene;27.800825595855713;961345716.0;13505070.0
1781230588.1545887;render_scene;27.523995399475098;959731206.0;17885291.0
1781230622.7109945;render_scene;27.56820273399353;955266624.0;16771121.0
1781230657.311645;render_scene;27.668802738189697;958505638.0;17082323.0
1781230692.012418;render_scene;27.58827233314514;954378562.0;18065533.0
1781230726.6327803;render_scene;27.67205262184143;959302899.0;17706359.0
1781230761.337521;render_scene;27.627124547958374;959259383.0;16385901.0
1781230795.9968836;render_scene;27.607868194580078;955326176.0;16189150.0
1781230830.63656;render_scene;28.451025247573853;985394307.0;18877167.0
1781230866.1197453;render_scene;27.49445676803589;952377429.0;16448658.0
1781230900.6461935;render_scene;27.78518795967102;964214037.0;16804734.0
1781230935.4636617;render_scene;27.599135637283325;958011721.0;15689023.0
1781230970.09518;render_scene;27.658886194229126;957921790.0;16299496.0
1781231004.7855713;render_scene;27.462191820144653;952185331.0;16867048.0
1781231039.280104;render_scene;27.76947331428528;966212514.0;17952578.0
1781231074.081267;render_scene;27.59639310836792;965650959.0;18073192.0
1781231108.7097123;render_scene;27.53719711303711;961391261.0;16406210.0
1781231143.278494;render_scene;27.63990020751953;965494640.0;16557890.0
1781231177.9503222;render_scene;27.813659191131592;973255790.0;16372718.0
1781231212.7962077;render_scene;27.43942618370056;954521011.0;15981855.0
1781231247.2678237;render_scene;27.85459876060486;975516950.0;17422882.0
1781231282.1549566;render_scene;27.403439044952393;957226422.0;17501384.0
1781231316.5907354;render_scene;27.52381205558777;-64573652706.0;16904049.0
1781231351.146446;render_scene;27.66267442703247;960218272.0;15300799.0
1781231385.8401685;render_scene;27.529892206192017;960390641.0;15977125.0
1781231420.4023485;render_scene;27.90267848968506;967292903.0;16315837.0
1781231455.3360972;render_scene;27.461116313934326;946691460.0;15610292.0
1781231489.8293784;render_scene;27.41409420967102;954261594.0;18382930.0
1781231524.275382;render_scene;27.66806983947754;957951253.0;17483348.0
1781231558.9756315;render_scene;27.60376262664795;952662862.0;17225367.0
1781231593.611433;render_scene;27.709362506866455;949451571.0;15721279.0
1781231628.3521464;render_scene;27.586298942565918;953181175.0;16744113.0
1781231662.9700055;render_scene;27.604559659957886;953781318.0;17142531.0
1781231697.605564;render_scene;27.676385402679443;957326164.0;17536188.0
1781231732.3136554;render_scene;27.73294949531555;963892901.0;18658734.0
1781231767.078623;render_scene;27.534942150115967;950694244.0;15923737.0
1781231801.6459827;render_scene;28.00824475288391;971084730.0;16750645.0
1781231836.6871731;render_scene;27.68075466156006;960367358.0;15877566.0
1781231871.399875;render_scene;27.631377696990967;956304824.0;16378502.0
1781231906.0630078;render_scene;27.56926465034485;951315702.0;15304430.0
1781231940.6638832;render_scene;27.548152685165405;954296444.0;16997626.0
1781231975.2434747;render_scene;27.52166986465454;959023952.0;16531570.0
1781232009.7972574;render_scene;27.36412811279297;948499823.0;15904695.0
